url,content,category
https://www.nytimes.com/2018/03/21/opinion/australia-office-sex-barnaby.html,Can Australia Regulate Intra-Office Sex? Advertisement Supported by None MELBOURNE  Australia — Australian politics these days feels like a story in People magazine. Political journalism  indeed Parliament itself  has been reduced to a forum for rumors about sex. It all began in February with the sensational news that Barnaby Joyce  then deputy prime minister  had been having an affair with an aide  who is now pregnant. Eventually Mr. Joyce resigned from his leadership post and retreated to the backbench. But the government’s response to the scandal ensured it would linger on. None This might seem like a straightforward acknowledgment of the power imbalances within a government official’s office. But in truth it has meant that what might have been a footnote in Australian political history has instead set off the degradation of the country’s political culture. A consensual sexual relationship between a minister and a staff member has become a firing offense  like corruption or a conflict of interest. Every rumor of intra-office sex is now fair game for inquiry from the press and Parliament. Sex is now officially a matter of public interest. This could only have a deleterious effect on politics. And sure enough  that’s what has happened. None None But the truth is that the “morals lecture” came from Mr. Turnbull. Labor’s response throughout Mr. Joyce’s travails has been studiously amoral  focused on questions of whether his relationship had led him to abuse public funds  or whether the prime minister approved the transfer of Mr. Joyce’s former employee to other ministerial offices. Only when the prime minister made the affair itself a civil wrong by changing the office code of conduct for ministers did he make Ms. Cash’s comments a politically meaningful smear. The real problem here is not that Ms. Cash and Mr. Joyce exercised poor judgment. Politicians have been doing that for centuries. It’s that within this new political culture  Mr. Joyce could expect punishment for a consensual affair  and that Ms. Cash was saying something squarely relevant. Every political journalist now has a duty to explore sexual rumors  and politicians have a duty to investigate them. None Mr. Turnbull’s attempt to deal with the power imbalances inherent between ministers and their staff was probably well intentioned. And concern about sex and power in ministers’ offices is utterly reasonable. But we can’t regulate office sexual conduct in a way that doesn’t transform sexual behavior into a matter of public interest. Any rules will be impossible to police except through the most corrosive and intrusive means. And that is before we even consider that to impose a ban like this is to dismiss the agency of the staff members. And it ignores the many perfectly sound relationships to come from such unbalanced circumstances. None None A policy that makes office sex a legitimate focus of journalistic and even political energy promises to do a major disservice in the long run. Australian politics might have become a little more sensationalistic through all this. And it has gotten a little smaller  too. Waleed Aly is a columnist and broadcaster and a politics lecturer at Monash University in Melbourne. None None Advertisement None None None Collapse SEE MY OPTIONS ,politics
https://www.nytimes.com/2018/03/21/arts/design/italian-art-fondazione-prada-palazzo-strozzi.html,A New Italy  Imagined by Artists and Demagogues Advertisement Supported by Critic’s Notebook None None None “Italy and its thousand cultures should be the Silicon Valley of cultural heritage ” it sings  one of many flourishes among the party’s proposals for art institutions  churches and heritage sites. Unlike the League’s American cousins — Mr. Salvini is an avowed fan of President Trump — these Italian populists like to present themselves as defenders of public cultural institutions  and their “Make Italy Great Again” vision highlights museums as much as migration policy. For Mr. Salvini’s party  the nationalist project goes right through the history of art. None None Unlike in Germany  where the Nazi regime policed strict aesthetic boundaries  Benito Mussolini did not impose a style on Italy’s artists after he came to power in 1922. Culture was to be in the service of a rejuvenated state  but it could take any number of forms — from the abstraction of the second-generation Futurists to the classical figuration of painters espousing a “return to order.” How were these artists shaped by the politics of their time? And how  in turn  did these artists  many of whom eagerly supported the Fascist regime  participate in the construction of a new Italian iconography? None A color-starved still life of bottles on a table by Morandi  who made a quiet peace with Fascism  appears just as it did in a 1921 exhibition. It gives onto the hideous mock-classicist marble busts of Adolfo Wildt  who stole the show at the 1922 Venice Biennale and who would go on to sculpt Mussolini with the intensity of a Roman emperor. We then see Di Chirico’s pictures of stringy  bare-bottom gladiators as they were displayed in a Paris apartment  and a Roman museum populated by gross  classicized athletes and nymphs. Instead of the false clarity of the white cube  “Post Zang Tumb Tuuum” gives us a plural  kaleidoscopic view of the decades of Il Duce. You watch helplessly as the avant-garde hardens into agitprop  and see how even the most stolid of styles could be complicit in horror. It also erases the distinction between elite exhibitions and popular manifestations — above all when you reach Fondazione Prada’s huge Deposito  or warehouse  where Mr. Celant projects dozens of installation shots from the Exhibition of the Fascist Revolution  which opened in Rome in 1932  for the 10th anniversary of the regime. This epic show  drawing nearly four million visitors  rewrote Italy’s political history as a hybrid of sacred ceremony and love affair with the leader. Cantilevered walls plastered with Fascist slogans and clippings from Il Popolo d’Italia  Mussolini’s newspaper  gave way to stylized statues of the regime’s brawny “new men.” It concluded with a “Shrine to the Fallen ” dominated by a massive crucifix and blinding light. Picking up where Fondazione Prada’s show ends is “Dawn of a Nation ” at Palazzo Strozzi in Florence  a less ambitious exhibition that nevertheless offers an effective window onto Italian art amid postwar reconstruction. Unlike “Post Zang Tumb Tuuum ” it limits documentary material to an initial gallery  where a newsreel montage takes us from the foundation of the republic in 1946 to the “dolce vita” of the 1960s. The past was not forgotten in this postwar age: Mimmo Rotella  whose canvases comprised multiple posters sliced in the technique known as décollage  found an old Mussolini placard beneath an advertisement for a swords-and-sandals epic film. But the economic boom of the 1950s occasioned a new freedom in Italian art. A beautiful gallery here unites two dozen paintings and sculptures of all white: a slashed monochrome by Lucio Fontana  a foam rubber canvas by Giulio Turcato  and multiple achromatic works by Piero Manzoni  whose white bread rolls  rabbit-fur balls and canned excrement mocked both artistic genius and rampant consumerism. By the late 1960s  the Italian avant-garde had again become explicitly political  though this time it spoke the languages of the left. In Rome  the Pop artist Mario Schifano painted boys toting hammers and sickles  when he wasn’t recording prog-rock or in jail on drugs charges. And up in Turin  a loose collection of young artists started to embrace humble  everyday materials to challenge artistic hierarchies  and eventually became known as Arte Povera. (The man who coined that term? A young Germano Celant  the curator of “Post Zang Tumb Tuuum.”) “Dawn of a Nation” closes with one of the most emblematic works of Arte Povera: Giuseppe Penone’s “Rovesciare i Propri Occhi” (“Reversing One’s Eyes”)  from 1970  in which the artist photographed himself wearing mirrored contact lenses  blinding himself and reflecting the world he usually saw back onto the viewer. The curators of “Dawn of a Nation” make the eyebrow-raising proposition that Mr. Penone’s photograph symbolizes “a nation gazing introspectively at itself and its history as it enters the period of critical tension” — that is to say  the violent years of the 1970s. That is a pretty desperate projection onto Mr. Penone’s intricate  sense-triggering art  and  when contrasted with the extreme precision of “Post Zang Tumb Tuuum ” it feels especially baseless. In any event  another work in “Dawn of a Nation” more explicitly encapsulates the tangled web of art and politics here. In Luciano Fabro’s “Italy” (1968)  a steel cutout of the boot of Europe’s south hangs from the ceiling  but the wrong way up: a supporting wire stretches around Calabria  and Piedmont dangles down to the floor. It sways and swings like an air-dried prosciutto — or  indeed  like the body of Mussolini  hanging upside-down in a Milan square in 1945. Especially after March 4  as its citizens await to discover what sort of new government they will get  Fabro’s “Italy” feels familiar again  a portrait of a country both exquisite and hamstrung. None None None Advertisement None None None Collapse SEE MY OPTIONS ,politics
https://www.nytimes.com/2018/05/04/us/politics/trump-politics-weekly-roundup.html,The Biggest Stories in American Politics This Week Advertisement Supported by None Be they reports on the questions the special counsel plans to ask President Trump or more revelations about a payment made to Stormy Daniels  here are six of the biggest stories driving American politics this week. None None None None Additional Reading None The Legal Issues Raised by the Stormy Daniels Payment  Explained None Giuliani Contradicts Trump on Comey Firing  Saying Russia Inquiry Was a Factor None Mr. Cobb had argued that cooperating with the investigations would bring them to a swift conclusion  but the shake-up indicates that the president is bracing for a longer and more contentious battle on multiple legal fronts. None None Additional Reading The Loyalists and Washington Insiders Fighting Trump’s Legal Battles Giuliani’s Bark May Come Back to Bite Trump None The questions chiefly ask about the circumstances surrounding Mr. Trump’s decisions to fire his first national security adviser and the F.B.I. director  a 2016 meeting at Trump Tower between his campaign officials and Russians claiming to have dirt on Hillary Clinton and his relationship with Attorney General Jeff Sessions.  None Additional Reading What Mueller Wants to Ask Trump About Obstruction  and What It Means Trump Says Disclosure of Mueller Questions in Russia Probe Is ‘Disgraceful’ None None None None None Additional Reading Army Special Forces Secretly Help Saudis Combat Threat From Yemen Rebels For U.S. and China  Lasers and Missiles Heighten Military Tensions None None None Additional Reading The U.S. Says It Has a Tariff Deal With Brazil. Brazil Disagrees. Tariff Impact Colors a Key House Race in Boeing Country White House Considers Barring Chinese Telecom Sales as Tensions Mount None None None Additional Reading None N.E.A. Chairwoman to Step Down in June Ryan Reinstates House Chaplain After Priest Decided to Fight Dismissal Advertisement None None None Collapse SEE MY OPTIONS ,politics
https://www.nytimes.com/2018/04/27/us/politics/politics-news-round-up.html,Here Are the Biggest Stories in American Politics This Week  Advertisement Supported by None Whether it was President Trump’s first state dinner  the visits of two prominent European leaders  the withdrawal of the president’s nominee to lead the Department of Veterans Affairs or a summit meeting between the leaders of North and South Korea  it was a big week in American politics and diplomacy. Here’s a look back at what you might have missed. None None Additional Reading A History of Ronny Jackson in Fewer Than 70 Words Trump’s Doctor Accused of Handing Out Ambien. D.E.A. Calls the Practice Illegal. News Analysis: For Many  Life in Trump’s Orbit Ends in a Crash Landing President Emmanuel Macron of France came to the United States with the intention of persuading Mr. Trump to not scrap the Iran nuclear deal next month  but it remained unclear whether he made progress toward that goal. None None None Additional Reading Trumps Throw Out Tradition for Their First State Dinner A National Security Aide’s Departing Wish: Cooking for the State Dinner President Trump Is Coming to Britain. Here’s What He Can Expect. None None None Additional Reading Supreme Court Arguments on Trump’s Travel Ban: Annotated Excerpts News Analysis: Courts Give Trump a Possible Path Through a Legal Minefield on Immigration Rod Rosenstein Makes a Timely Supreme Court Appearance None None None None Additional Reading 5 Takeaways From the House Report on Russian Election Meddling Michael Cohen to Take Fifth Amendment in Stormy Daniels Lawsuit With No Nomination From Trump  Judges Choose U.S. Attorney for Manhattan Manafort’s Lawsuit Taking Aim at Mueller Is Tossed Out of Court None None None None Additional Reading Jeff Sessions Is Serving  and Doing His Best to Ignore  Trump The Biggest Nafta Hurdle Now May Be Congress None None None Additional Reading Shrugging Off Trump Scandals  Evangelicals Look to Rescue G.O.P. Ms. Kardashian Goes to Washington Debbie Lesko Wins Arizona Special Election for Congress  Rallying G.O.P. Menendez Is ‘Severely Admonished’ by Senate Panel for Accepting Gifts None None None Additional Reading None Fear and Hope in South Korea on Eve of Summit With Kim Jong-un Parents Sue North Korea Over College Student’s Death After Time in Prison Advertisement None None None Collapse SEE MY OPTIONS ,politics
https://www.nytimes.com/2018/04/06/us/politics/news-round-up.html,The Biggest Stories in American Politics This Week Advertisement Supported by None From the administration’s return to a hard-line immigration policy to the escalating possibility of an international trade war  it’s been another busy week in Washington. Here are five of the biggest stories driving American politics. (And some additional links if you want to read further.)  None None None As Trade Conflict Escalates  U.S. and China Enter a Battle of Wills How the China-U.S. Trade Conflict Unfolded  Blow by Blow In Sparing Consumers Tariff Burden  Trump Hits Manufacturing None None None ‘All It Takes Is One Mistake’: Worries Over Plan to Send National Guard to Border Trump’s Immigration Tweets Followed by Policy Plans to Match ‘You Hate America!’: How the ‘Caravan’ Story Exploded on the Right None None Mr. Pruitt was already facing questions about his first-class travel at taxpayer expense over the past year.  Growing Crisis Threatens Scott Pruitt  E.P.A. Chief  as Top Aide Eyes Exit For Scott Pruitt  a Spotlight Shines on His Ethics  Not His E.P.A. Rollbacks None None How U.S. Fuel Economy Standards Compare With the Rest of the World Quietly  Trump Administration and California Seek Deal on Car Emissions Consumer Bureau’s Chief Gives Big Raises  Even as He Criticizes Spending None None None He Says He’s an Innocent Victim. Robert Mueller Says He’s a Spy. Yulia Skripal Isn’t Asking for Russia’s Help  U.K. Says Advertisement None None None Collapse SEE MY OPTIONS ,politics
https://www.nytimes.com/2018/04/03/us/politics/women-campaign-managers-midterms.html,A Wave of Young Women Running Campaigns (and Changing Politics) Advertisement Supported by None McLEAN  Va. — The campaign manager spoke about her candidate’s race with a veteran’s prepossessing self-assurance. Emma Brown is hiring staff  managing a budget  building out a schedule and studying voter data  block by block  in a Northern Virginia congressional district that will be one of the country’s hardest-contested in November. Her caffeine-fueled days are long — 16 hours is the norm — and so are the odds for her candidate  Lindsey Davis Stover  running in her first race. But Ms. Brown is undeterred. She has a strategy for her candidate to prevail in a “deeply tactical primary” through “hypercoordination” among events  digital strategy  mail  television and radio. Ms. Brown is only 24. None They will have the potential to reshape a profession long dominated by men. This year  40 percent of the campaign managers for Democratic congressional candidates are women  according to the Democratic Congressional Campaign Committee. In contrast  Kelly Dittmar  a political scientist at Rutgers University’s Center for American Women and Politics  recalled excising data on female campaign consultants from a book she wrote in 2010 because the numbers were too small to be statistically reliable. “For years  women were the fund-raisers and the communications people ” said Anita Dunn  a Democratic consultant and former communications director for President Barack Obama. “But when it was the big-boy decisions  there weren’t women in the room.” That is changing. Ms. Brown alone is in regular contact with a half-dozen other young women managing congressional campaigns. Republicans have their analogues to Ms. Brown  though in smaller numbers. Becky Alery  31  is managing her first campaign  for Representative Jason Lewis of Minnesota. She said she was drawn to the candidate in part because of the strong women in his life and the many who serve in top staff roles on Capitol Hill. “I worked my butt off to get here. And I have had good support along the way ” she said  including from several men she said were mentors. “I really do think it is going to take women standing up for themselves and men supporting them.” While many 24-year-olds are finding their way in an entry-level job  Ms. Brown is managing a campaign staff  volunteers and a candidate who is 15 years her senior. She rarely sees her friends or family  she said. “They think I am insane ” Ms. Brown said. “I am doing something very different than most of them.” After Ms. Brown graduated in spring 2016 from Colby College in Maine  she packed her things and drove to Cleveland to volunteer for the Clinton campaign. She was quickly hired as a field organizer and walked precincts  talked to voters and worked on turnout. After the campaign  she assumed she would get a job in strategic communications or maybe journalism  but Mrs. Clinton’s loss made her believe she had to stay in politics and work to elect women. “I really revisited my values and thought to myself  I could move to a firm or go in another direction ” Ms. Brown said. “But if this is about to be as bad as we think it is going to be  I want to be able to look back and say I did everything I could when our country was threatened.” None Ms. Brown’s success made an impression on Ms. Davis Stover  a former chief of staff to a Democratic congressman  who is running against Representative Barbara Comstock  one of the most vulnerable House Republicans. “I wanted a woman to run our race ” Ms. Davis Stover said. “I wanted Emma because she’s intelligent  she’s compassionate  she’s driven. I wanted someone with grit to walk through the fire.” Ms. Brown said young female campaign managers like her can “hold that space for other women.” “We talk a lot about how male managers come in  and there’s this respect ” she said. “Women managers come in  and they have to earn it.” Ms. Brown said she has felt the sting of sexism: Men have questioned whether she was really a campaign manager. She has been told she would have to wait her turn. And there has been the not-so-subtle “when did you graduate from college” question to discern her age. She uses that as motivation. “I feel very compelled to the front lines of electoral politics and electing women  in particular  in the Trump era ” Ms. Brown said. Ms. Dittmar  of Rutgers  said women who run campaigns are critical as “the key players in drafting a plan  drafting a message and a platform.” “The people you have at that table when making those decisions should be as diverse as the constituency that you are trying to persuade ” she said. For now  Ms. Brown is making those decisions in a makeshift campaign office in Ms. Davis Stover’s McLean  Va.  home. A whiteboard in the dining room outlines the critical tasks. Volunteers and staff members work in the kitchen near the coffee maker. One recent night  Ms. Brown led a discussion of the five theories of power: legitimate  coercive  expert  reward and reverent. It was a “wise beyond her years” demeanor that Amy Walter  the national editor of The Cook Political Report  said she saw in Ms. Brown when she worked as an intern for her one summer. “She is not afraid to challenge people who have been in the business a long time ” Ms. Walter said. “You think a 23- or 24-year-old woman might feel pretty intimidated. And she just doesn’t back down.” Women have played prominent roles on campaigns for decades  including several on the presidential level  but managing a race was still more the exception than the rule. Ms. Brown said she and the other women running campaigns know that their opportunity was borne of Mrs. Clinton’s loss. “Hillary opened up this space for women ” Ms. Brown said. “If she had won  I don’t know if any of this would be happening. I don’t know if #MeToo would have happened. I would give my right arm to have won in 2016  but I am really grateful for everything that’s come out of it.” None None None Advertisement None None None Collapse SEE MY OPTIONS ,politics
https://www.nytimes.com/2018/04/11/opinion/islam-feminism-third-way.html,Can Muslim Feminism Find a Third Way? Advertisement Supported by Op-Ed Contributor None Ms. Lindsey lives in Rabat  Morocco and co-hosts the BULAQ podcast. None In Muslim countries  laws governing inheritance are derived from verses in the Quran  men generally receive larger  sometimes double  the shares that women get. Distant male relatives can supersede wives  sisters and daughters  leaving women not just bereaved but also destitute. Raising the issue of inheritance and inequality has long been considered blasphemous. When Tunisia’s modernizing first president  Habib Bourguiba  did so in 1974  he was targeted by a fatwa from a Saudi cleric and forced to backtrack. Yet recently  in several North African countries  the debate over equality in inheritance has been picking up steam. Last summer  President Beji Caid Essebsiof Tunisia created a commission to study how to institute an equitable inheritance law. Recently  a couple of thousand demonstrators gathered in downtown Tunis  the capital  to encourage him to follow through. In Morocco  where I live  the National Council on Human Rights in 2015 recommended instituting equality in inheritance  it was browbeaten by Islamists  but the topic hasn’t gone away. None And in January  the Moroccan government took a symbolic but important step: It announced that women would be allowed to become adouls  traditional notaries who witness acts of marriage  divorce and inheritance. Opening this profession to women  Ms. Lamrabet told me at the time  brought women a step closer to equality and to the legal and religious authority from which they have been traditionally excluded across the Muslim Arab world. Ms. Lamrabet is one of a small group of women who have staked a claim to exercising that authority. “Patriarchy is this: to refuse women authority over religious texts ” she told me. “One of our demands is to accept women’s readings of religious texts and let women be religious authorities.” I first met Ms. Lamrabet last fall  in her office at the Mohammedan League of Scholars  a stately building decorated with traditional stucco molding  tiles and wooden latticework. The league is Morocco’s pre-eminent official institution of religious scholarship  and Ms. Lamrabet’s presence within it was in and of itself remarkable. None When Ms. Lamrabet rejects practices such as polygamy  unequal access to divorce or a husband’s authority over his wife  she either shows there is no textual basis at all in the Quran for these practices  or she argues that the historical context needs to be taken into account when interpreting what the text says. With regard to inheritance  Ms. Lamrabet and others note that women were allotted a smaller share on the assumption that male relatives would provide for all their material needs. That is no longer the case  many households in Morocco today depend largely on a woman’s income. So Ms. Lamrabet argues that the law should be re-evaluated on the basis of the Quran’s original spirit of justice and fairness. But apparently making this argument  repeatedly and publicly  was too much for the religious establishment in Morocco. Ms. Lamrabet says her goal is the “deconstruction of religious patriarchy.” She argues from a religious basis because  she told me  religion is the No. 1 weapon used against women in her country today. She wants to furnish women with arguments with which to reclaim their religion  and to reject inequality and discrimination in the name of Islam. But she is also critical of the way women’s rights have been deployed by Western powers to justify colonialism  military intervention and attacks on her religion. Her arguments will displease both Muslim conservatives who see feminism as an immoral  unnecessary foreign import and those who believe women’s subjugation is a unique and unchangeable feature of Islam. Ms. Lamrabet is part of a school of thought often referred to as “Islamic feminism” — which includes the late  great Moroccan sociologist Fatema Mernissi and scholars such as Amina Wadud and Leila Ahmed. She is also part of a larger field of activists  artists and intellectuals trying to articulate a feminist third way — one that doesn’t have to choose between religion and universal rights  between critiquing the West and kowtowing to local conservatives. The broaching of inheritance reform — which would be a truly revolutionary change — is taking place as a number of Arab countries are giving women new legal rights. In Tunisia  Muslim women will be allowed to marry non-Muslim men (in most Muslim countries only men are allowed to marry outside their religion). Lebanon is the latest country in the region to outlaw the practice of rapists being exonerated for their crime by marrying their victims. Even in Saudi Arabia  the authorities have announced that women will finally be granted the right to drive  as well as to set up their own businesses without a male guardian’s consent. Skepticism over these announcements is sometimes warranted. Male rulers and autocrats in the region have figured out that branding themselves champions of women’s rights is a winning P.R. move in the West — but even “enlightened” rulers are unlikely to undermine a religious discourse from which they derive much of their own legitimacy. And legal reforms that favor women are only as strong as the rule of law over all. Even as we celebrate every gain that makes women’s lives better  what counts most is the degree to which women are able to voice and to advance their own arguments for equality. None The debate over women’s rights and Islam is so politicized and riddled with stereotypes that it is extremely hard to write about. Muslim women are not all victims  renegades or standard-bearers for religious or cultural authenticity. They are not foils with which to bash Islam or through which sympathetic Westerners can congratulate themselves on their cultural superiority. True solidarity with women in this part of the world means paying less attention to self-serving male rulers and to cosmetic official initiatives and more to the lively  often contentious debate taking place within Muslim societies  to the diverse voices of women here and to their ideas of how they want to advance their own cause. These voices are secular and religious  young and old  they are also often critical of Western policies in the region. Inheritance inequality  Ms. Lamrabet told me  is part of an ideology that assumes that women are worth less and deserve less. She and others will continue to insist that women get their fair share. Ursula Lindsey writes about culture and politics in the Arab world. None Advertisement None None None Collapse SEE MY OPTIONS ,politics
https://www.nytimes.com/2018/03/23/opinion/letters/elections-united-states.html,The Quest for Fair Elections Advertisement Supported by Letters To the Editor: None You report that Republican legislative leaders “have shown little interest in advancing” bills to address ballot security flaws threatening coming races. Though their dearth of zeal might be understandable for partisans who expect hacking to help their side  any failure to institute auditable paper backup records should raise constitutional alarms for the rest of us. It’s bad enough that voters of populous states already get a fraction of the say in national elections enjoyed by those in less populous states  it would add insult to injury if Republican leaders from smaller states that commit electors on a winner-take-all basis winked at foreign tampering that put a finger on the electoral scale in their favor. ALAN S. FINTZ  BROOKLYN To the Editor: None What made America great was that we would act to protect other people’s freedoms and rights even when there was no clear benefit to us  but rather because it was the right thing to do. Do unto others. … LYNN HESS  GROSSE POINTE  MICH. Advertisement None None None Collapse SEE MY OPTIONS ,politics
https://www.nytimes.com/2018/05/09/us/politics/primary-results-west-virginia-ohio.html,6 Takeaways From Tuesday’s Primary Elections Advertisement Supported by None Primary elections in four Republican-leaning states rattled Congress on Tuesday night  as voters ejected a sitting member of the House and set up intense campaigns for the Senate in several battlegrounds. None None Voters nearly always dislike Congress  but Tuesday was a vivid illustration of just how toxic the taint of Washington may be in 2018. The night was a near-wipeout for members of the House seeking higher office. Three Republican lawmakers lost campaigns for the Senate: Luke Messer and Todd Rokita in Indiana  and Evan Jenkins in West Virginia. A fourth  James B. Renacci of Ohio  won the Senate nomination but drew less than half the primary vote despite facing relatively unknown opponents and campaigning with President Trump’s loud support. None A populist-oriented swing state that Mr. Trump won easily in 2016  Ohio could have been welcoming ground for fiery rebels on the left and the right. But Trumpian politics fizzled in several important primaries  and voters chose a thoroughly conventional pair of candidates for governor in Mike DeWine  a Republican  and Richard Cordray  a Democrat. None None But the failure of insurgents in both parties may signal that this quintessential Midwestern swing state has not yet been remade in the president’s image. Senator Manchin  a conservative-leaning Democrat  has led a relatively charmed political life  twice winning races for governor and for the seat he holds now. But West Virginia continues to drift from its New Deal Democrat roots  and Mr. Manchin may face the most difficult race of his career. None None None Also worrisome for Mr. Manchin were the number of Democratic voters who supported his primary opponent  who ran a nominal campaign. He lost about 30 percent of the vote and did even worse in some of the state’s coal counties  which are full of the sort of ancestral Democrats he will need to hold onto in November. None Voters seemed to listen: The controversial coal baron finished third in what was largely a three-person race  taking just 20 percent of the vote. Less immediately consequential  but still significant  was the role Democrats played in the state’s Republican primary  as a liberal super PAC linked to Washington strategists aggressively attacked Representative Jenkins. They feared that the Democrat-turned-Republican with a base in the state’s coal counties would be the strongest candidate against Mr. Manchin  and they wound up helping lift Mr. Morrisey to the nomination. None None None None When Mr. Trump won the presidency  the Republican Party was fractured and important conservative leaders still opposed him. On Tuesday  not one Trump critic won a Republican primary. The major Republican candidates cast themselves as Trump allies and in some cases explicitly invoked him as a role model. In Indiana  Mike Braun  a wealthy former state legislator  won the Republican Senate primary by branding himself as a Trump-like businessman and outsider. In Ohio  Mr. Renacci won the Senate primary with Mr. Trump’s endorsement. And Mr. Trump’s opposition to Mr. Blankenship in West Virginia may have helped doom him. Even the more traditional Republicans mimicked Mr. Trump: Mr. DeWine’s campaign accused his primary opponent  Mary Taylor  of failing to back the president sufficiently in 2016. At one point  while attacking Ms. Taylor’s ethics  the DeWine camp tweeted #LockHerUp. And Ms. Taylor  Ohio’s lieutenant governor  attempted political contortions to campaign as a Trump loyalist without disavowing the current governor  John Kasich  a Republican who is a fierce Trump critic. Republicans may be more careful about embracing Mr. Trump in bluer states. So far  though  they are assembling a 2018 slate tied closely to him in every important race. None None None None None Advertisement None None None Collapse SEE MY OPTIONS ,politics
https://www.nytimes.com/2018/01/30/opinion/sotu-viewers-guide-trump.html,A Viewer’s Guide to Donald Trump Advertisement Supported by Op-Ed Contributor None For the past three years  I have spent the majority of my days moving through the world doing an impression of Donald Trump. I have coifed  combed and caressed a gravity-defying pompadour  teetered over my own midsection in a Pisa-like lean and narrowed my eyes into a leering squint. Most of the time  I did this on Comedy Central’s “The President Show ” and I hope I don’t sound too much like my avatar when I say I portray both his body and his mind with relative accuracy. I’ve studied our president’s bizarrely lyrical speech patterns and his unconsciously betraying body movements. I have learned that he is speaking with his body language as much as he is with his mouth. As you prepare to watch our 45th president deliver his first State of the Union on Tuesday night  you can refer to this primer as a means of reconciling his body language and speech patterns. It should provide insight into what the president is really saying. When the sergeant-at-arms barks our president into the House chamber  I can promise you that Mr. Trump’s mind is mostly focused on getting down the slight slope leading toward the podium. I’ve watched hundreds of hours of him managing inclines and declines and even after 70-plus years on the planet  he still struggles with that. He never seems particularly steady  and I’ll leave you to make the associations between his instability and his lack of a moral center. While most presidents take this opportunity to glad-hand members of Congress  in similar situations  Mr. Trump uses people as a hand railing. This creates a deep conflict between his desire to not fall down and his germophobic tendencies that no doubt contributes to his discomfort. This is a combination of the physical and mental. The president is obviously aware that he’s being observed  but his insecurity over his lack of total control regarding how he’s perceived translates into muttering and self-effacing glances to anyone in his line of sight. His face usually reads: “Can you believe this? ” “I hope I make it up these stairs ” “Mike  help me get up the stairs for Christ’s sake!” Mr. Trump’s instinct is to pad all experiences with a sense of pre-embarrassment so that he can exert more control if something unexpected happens. In short  the mantra behind everything he does is  “I meant to do that!” This was the first and most important physical trait I perfected in playing Mr. Trump. He pitches forward on the balls of his feet  his hands curled and locked at his waist. It is his most relaxed standing position. If you place him in a church with a choir  his lean turns into something resembling swaying — he’ll move back and forth to the music with marionette arms lifelessly swinging somewhat like pig carcasses in a meat freezer. The most likely time to see the Trump Lean™ is right before he’s announced into the chamber  or before he turns to stand at the lectern. Donald Trump doesn’t like to turn his head. Instead  he turns his entire upper body and shoulders  leaning his head forward like a pigeon eyeing stale bread crust. He obviously wants to stabilize himself at the lectern for fear of falling over  and his rigid upper body is like that of a litigious courtroom charlatan strapped in a neck brace checking to see if people believe him. President Trump reads from a teleprompter in the cadence of a grandmother reading “Goodnight Moon.” He rarely seems familiar with the material. If he likes a line or idea in the speech  he’ll take a moment to repeat it and savor it — it’s as if he’s hearing it for the first time  because it’s the first time he’s reading it. Like Bugs Bunny conducting an orchestra  Mr. Trump conducts many of his statements too. The open palm is a plea to his audience to connect with his plight. The O.K. symbol is reserved for telling specific lies. The thumbs-up-moving-into-a-flat-palm is used to cover dead space — either during cheering or when he’s interrupted by protesters. Many liberal analysts have interpreted the president’s wandering speech patterns as a sign of dementia or stupidity  or even as some sort of folksy  working-class vernacular. But those views are mistaken. The president is simply speaking to himself. The audience is a bystander to this outward internal dialogue. When he discovers a particularly interesting phrase or concept  he will repeat it  building his idea in front of you. “Believe me” is part guarantee and part buttress to a falsehood. While studying Mr. Trump during the 2016 campaign  I realized that his greatest asset lay in his ability to make his story his followers’ story as well. He began nearly every rally reminding viewers that there were 17 Republican primary candidates  that he came in second in Iowa  first in New Hampshire and “beat them all.” He still repeats this from time to time. Mr. Trump hides in plain sight  saying with his body exactly what he’s going to do and how he’s going to do it. His movements are rooted in his physical insecurity. While he wears a “tough guy” mask  his movements have the quality of an old dowager who has taken the carriage into town to mix with the common people. How can this help you when you listen to him? Just remember: Every day is opposite day with the president. When he says something isn’t true  it probably is. No matter what he’s saying  his body is telling the world  “I’m pretending  I’m scared and I’m totally unprepared.” None None Advertisement None None None Collapse SEE MY OPTIONS ,politics
